Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
126;BGM-0053;5;7;5;3;2;5;4;5;3;3;1;5;1;2;3;3;5;1;3;1;2;0;2;2;7;0;1;1;3;3;2;3;73.8989715668482;16.36;5.02;3.261975867;23.16;2.32;30.33333333;93.63333333;6.18753892481935;4.03559442651072;2.61143799511796;3.73741764947124;33.8528264819419;11.4541016396152;18.2806204800864;38.2105012223195;1.97257735552667
127;BGM-0054;7;5;3;3;2;5;4;5;4;4;2;3;0;5;3;7;5;1;2;1;2;0;1;1;7;5;3;1;4;5;3;5;120;14.68;4.66;3.159751125;23.52;3.813333333;20.625;67.3325;5.83045969618086;3.13048810438223;3.88231385490026;4.42165292813451;33.3264013527723;13.9862344045643;22.5340196642738;35.6523854778229;1.94652279989713
130;BGM-0058;9;9;7;3;3;7;2;7;1;4;2;5;0;4;7;3;5;1;1;1;3;1;2;2;3;5;3;0;3;3;3;5;90;21.74;3.44;6.327951681;30.64;1.96;32.55555555;66.14888889;7.32792395675993;4.50456747921733;3.00154086915451;5.86316285017247;33.546268116204;28.9793783699424;29.4021774488478;45.7715625996214;2.40066760568912
142;BGM-0075;7;5;5;5;2;7;3;3;3;1;1;5;1;6;3;3;5;2;1;1;2;3;1;2;7;0;2;0;3;3;1;5;100;10.62;3.4;3.123529412;12.72;3.353333333;27.33333333;44.03;4.90219223538906;4.03559442651072;3.81935492147073;4.94376003519302;35.5072287820054;17.1475228254881;23.9295164513597;44.3077073079962;1.98660534102094
156;BGM-0094;3;3;5;3;2;9;2;3;4;2;4;7;1;5;1;7;5;1;2;2;3;2;2;1;7;5;3;1;3;3;1;5;100;18.08;6.24;2.896143426;35.68;2.816666667;16.33333333;79.53;3.35397310128648;3.71057284474662;3.1127330136024;6.06842769479007;32.252112803499;13.5835168053199;16.5959745696144;43.8630856137581;1.84030821367595
158;BGM-0097;5;2;5;3;3;7;1;5;1;1;1;5;1;4;3;3;5;1;1;1;1;1;1;2;3;3;3;0;3;7;2;5;0;15.32;3.48;4.425292398;24.08;2.186666667;37.33333333;54.17333333;6.24535409000018;4.94090750818523;2.48650149451605;7.11875968627076;34.3625911511322;25.0043115120802;29.7804125672003;46.0661111386417;2.18936794991547
167;BGM-0113-RcxRos;7;5;3;3;2;9;4;5;4;3;1;3;0;5;5;7;3;2;2;2;2;2;1;3;7;5;3;1;3;7;1;3;90;11.02;2.96;3.790705373;11.64;1.85;26.66666667;73.16666667;7.76339745519747;3.1792873149922;3.089683367676;4.57541308454031;32.5889573525366;12.561260044659;18.1922912454;35.1255326120843;1.85954384114243
178;BGM-0126;5;7;5;3;3;8;1;5;1;1;1;7;1;5;3;7;5;1;2;1;2;1;2;2;3;5;3;0;4;3;1;5;100;16.1;2;8.122069378;25.38;2.47;25.20583333;54.555;7.99241712930993;4.87512003423072;3.88075149608206;5.06317010399549;34.5681594534856;16.1393302997901;19.3425392691032;47.1142843682804;1.73844913168813
181;BGM-0131;5;7;5;9;2;9;3;7;3;1;3;3;1;5;3;7;5;1;1;1;2;3;2;2;7;3;2;0;4;3;2;5;80;12.08;1.8;6.861912133;17.06;3.09;17;59.36666667;7.88355592150617;2.89293462222478;3.1791274840498;4.1316118499864;31.8644800471081;9.277221283486;13.5709937236693;32.6190428964115;1.82613355173545
192;BGM-0145;9;5;5;5;2;7;4;5;4;3;2;5;1;5;3;7;5;1;2;1;1;0;2;2;7;5;3;0;3;5;2;5;0;18.24;5.62;3.255234535;27.64;3.603333333;24.125;60.835;3.94742512804512;4.45641135360693;2.55884284311951;5.32934120011208;32.0473228635928;17.7156395693375;23.2350557094929;43.9812090984283;2.19183216135909
223;BGM-0175;5;5;5;3;2;6;3;3;2;1;1;7;1;5;3;3;5;1;2;1;1;2;2;2;7;3;3;0;3;7;2;5;100;17.16;4.96;3.469235916;31.56;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.24510624943071;6.34302164749317;31.4968363004316;23.7212453760478;20.960240083426;51.2162164453775;1.93172804990035
224;BGM-0177;7;9;5;7;3;7;2;5;3;1;1;5;1;5;3;3;3;1;3;1;2;2;2;4;7;0;3;0;3;3;1;3;100;14.9;4.18;3.565009865;21.98;2.846666667;31.33333333;70.31666667;6.86013225331075;4.31307075435504;3.59738999340185;4.8843561719272;34.4217562099808;17.9023310574427;23.5493202562075;46.6142768045324;1.96118257914236
227;BGM-0181;3;9;5;5;3;7;2;5;1;1;1;5;1;5;3;7;5;1;1;1;1;0;2;3;3;3;2;0;4;5;2;5;0;15.36;4.4;3.47980564;24.58;2.63;29.66666667;44.08333333;6.18753892481935;4.03559442651072;3.1939265570467;3.89201997699265;30.3254171961315;10.5038391975502;18.0135946527151;33.9927750244183;1.71808971427507
229;BGM-0183;7;7;3;5;2;7;1;5;3;1;1;5;1;5;3;3;5;1;1;1;1;3;1;4;7;0;3;0;4;7;1;3;0;22.12;5.36;4.133408221;29.5;3.176666667;36.66666667;59.66333333;3.76165391831386;4.22918562695248;3.75862010020658;5.50251652097596;31.847855975833;20.095782069128;25.3870191433895;43.8963092518291;2.07147280147029
244;BGM-0207;7;1;3;3;3;6;2;3;4;4;1;5;1;4;3;3;5;1;3;1;2;2;2;2;7;3;3;0;4;7;1;7;80;16.72;4.6;3.638339921;22.48;2.06;20.33333333;51.19;3.93494150507782;4.29107448619011;2.39164584623107;4.63126461821484;33.2055782042215;14.1782157708914;26.5889586957616;33.7178617836061;2.40143460761456
248;BGM-0211;9;5;5;5;3;6;3;7;4;4;1;3;0;5;3;7;5;1;2;1;2;2;1;2;7;5;2;1;3;5;1;7;100;19.68;6.3;3.125092963;33.32;2.69;30.22222222;59.32888889;2.92435320946108;4.12202638417065;2.89728211686287;4.61306059975594;31.6595909672362;14.9675149481007;13.5688569080808;51.2877896811691;1.80872136559055
250;BGM-0213;3;7;5;5;1;3;3;5;4;4;1;5;1;2;3;3;5;1;1;1;2;3;1;2;7;3;3;1;3;3;3;3;110;13.62;4.28;3.183680159;18.96;2.336666667;22.54166667;53.0525;3.25376754955469;3.46627437827513;4.05034475541477;4.64796704056235;32.7763797336125;13.6065637255509;15.7765002513713;47.7321367018543;1.76500674199206
259;BGM-0232;7;9;5;9;2;5;4;7;4;2;1;5;1;2;3;7;5;1;1;1;2;1;2;2;7;0;3;0;3;3;1;5;100;9.62;3.42;2.828188907;10.84;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;2.94707845209868;5.78053784805918;37.6307727790013;16.3485250188706;31.7014653514336;37.3529876842515;2.39971817212798
275;BGM-0254;5;5;3;3;2;9;3;5;4;3;1;3;1;4;3;3;5;1;2;1;3;1;2;1;7;5;3;1;3;3;2;5;90;16.26;3.7;4.392812593;21.5;26.09666667;23.66666667;52.76444444;3.72156770096808;4.24608570564686;3.60273666772105;5.79175881388656;35.042212560768;20.4589210336989;14.7284832404978;53.7843423051809;1.97305491247877
283;BGM-0267;7;3;5;3;1;4;2;3;1;1;3;7;0;9;3;7;5;1;2;1;2;2;2;2;7;3;2;1;3;3;1;5;90;22;3.52;6.297044131;25.12;1.826666667;21.66666667;60.67;7.83847812543666;4.03559442651072;3.11090501523926;5.03302519437583;33.9801251539566;14.1608550373118;14.5570206353169;45.4378611224913;1.89379215312239
333;BGM-0343;7;5;3;3;3;6;3;5;4;1;1;3;0;2;3;3;5;1;3;2;2;0;2;2;7;5;3;0;3;3;3;5;90;14.34;3.62;3.969417103;28.56;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.47970860478025;6.14248078634872;35.2557814699277;19.8490055416209;16.2134738990276;51.1145944447872;1.86280859145376
336;BGM-0352;5;7;5;5;1;7;4;7;3;1;1;5;1;5;3;7;5;1;1;1;3;2;2;1;7;5;3;1;4;3;2;5;90;14.76;3.66;4.030571716;22.02;1.596666667;23;59.11333333;3.72025234532753;3.69791752623547;3.57904966618149;5.81448017900782;28.0848871209354;22.2879444797479;14.7100882904353;60.2541610014322;1.76488196405549
341;BGM-0360;7;3;5;3;2;8;2;7;2;1;1;3;0;2;7;3;3;1;3;2;2;1;2;3;7;3;2;0;3;7;3;5;80;13.98;4.42;3.170663441;28.3;2.596666667;27.5;65.25888889;6.03831736417309;5.27410193221244;2.95839941388462;6.8331095063222;34.7967421979264;22.4662091886427;26.7323232022864;44.4031749156836;2.00161533341856
344;BGM-0364;9;3;5;7;3;8;4;7;4;4;2;5;0;5;3;3;3;2;1;2;2;2;1;2;7;5;3;0;4;3;2;5;100;14.66;4.9;2.992234015;19;2.216666667;22.54166667;55.0275;7.29470353503063;4.16142490189101;2.51451725063516;5.61085400029416;31.9468754497686;20.1013487671075;19.2226598101597;49.2375597857635;2.11269743831675
361;BGM-0390;9;1;5;3;3;8;3;5;3;1;1;5;0;5;3;3;5;1;3;1;1;0;2;2;7;5;2;1;4;3;1;7;0;18.86;4.98;3.784517391;29.58;3.21;29.58333333;67.15111111;4.86690066330896;4.20526075337832;3.33314264644865;5.82566119820662;33.3750677727607;20.0550694257084;22.1277375426517;46.5958124269742;1.89657081484373
376;BGM-0413;3;5;5;5;3;9;4;5;3;1;1;5;1;5;3;3;5;1;2;1;2;3;2;1;7;5;2;1;4;3;3;7;90;9.9;2.84;3.494573141;12.8;2.246666667;27.20833333;66.05333333;7.43288750377864;2.67671299338485;3.38972617240017;4.45681626497276;34.5328810346596;11.9402156144572;14.9128734099536;42.0953837056863;1.87114959678663
384;BGM-0424;5;1;5;3;2;6;2;3;2;1;3;5;1;5;3;7;5;1;2;1;3;2;2;2;3;5;3;1;3;3;1;7;110;11.5;3.2;3.599373425;13.42;2.136666667;20.95833333;33.98666667;7.18905182952773;2.87359351164581;3.9062090166345;4.24670947241929;34.6978814533653;10.3521319727171;26.7949291892088;21.9885634358358;2.12163706544214
392;BGM-0436;7;5;3;5;2;6;2;5;4;4;1;5;1;5;3;3;5;1;3;1;3;3;1;2;7;3;3;1;3;5;2;7;80;16.84;4.88;3.460722464;21.3;1.69;37.44444444;46.72555555;6.03173762424985;3.77663791291514;2.72837973738049;5.6134502117456;34.8408476416384;16.5605313729055;16.6260632487148;47.9435718006713;2.04972553418704
420;BGM-0473;7;7;5;7;1;3;4;5;4;4;1;3;1;2;7;3;3;1;2;1;3;3;2;2;7;5;2;1;3;3;2;7;100;12.62;4.7;2.67980253;21.98;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;4.61921098866581;6.50766595451602;35.8755299836782;21.6468993471337;17.9419300607002;50.1253003469486;1.94294949666378
435;BGM-0500;5;5;5;5;2;5;3;5;4;1;1;5;1;5;1;7;5;1;3;1;3;1;2;2;7;5;3;0;3;5;1;5;90;11.16;3.5;3.188157914;12.22;2.683333333;32.8125;74.70583333;7.37932353279705;4.69432254345369;3.53140446963048;6.30022778372031;33.9027845585278;20.7941456382148;18.8184940295698;52.9877270773614;1.84893980531367
458;BGM-0541;9;2;5;3;2;6;3;5;4;3;1;3;1;5;3;3;5;1;3;1;2;3;1;2;7;3;3;0;4;3;1;5;70;23.16;6.74;3.433992846;32.84;2.103333333;28.88888889;46.07777778;7.85020677948608;5.16518406246183;3.64328619925551;5.06923941735104;35.5183381866257;14.9974562682819;35.1126685801036;30.8611416475518;2.21649151538232
488;BGM-0587;7;3;5;3;2;4;1;5;3;2;1;3;1;4;3;3;5;1;2;2;3;1;2;2;7;3;3;1;4;3;2;7;80;17.16;4.6;3.731755243;20.9;1.703333333;32.66666667;39.81333333;7.76459832224918;5.49677356570187;4.0998958806228;5.56830728139409;36.4488753548108;16.1837224984165;24.9229329571979;34.8730860705633;2.14359988901127
513;BGM-0623;7;3;5;3;3;9;3;5;4;4;1;3;1;5;7;3;5;1;1;1;2;2;2;3;7;3;3;1;4;7;2;5;110;16.28;4.54;3.585626478;26.72;1.796666667;38.66666667;74.47333333;3.59843129414722;3.4055638570987;4.35508372550945;3.85306869551031;35.7664455551717;8.66473325396205;17.2823377610914;32.0420046295001;1.61431297111843
554;BGM-0678;9;5;5;5;3;7;3;7;1;4;2;5;1;2;3;3;5;1;3;1;3;3;2;2;3;5;3;1;3;3;1;7;90;21.74;6.86;3.180938375;38.46;2.926666667;23;58.50555556;8.09171330337497;3.92761448415473;2.98144472325271;5.83461881425818;36.7063998832099;17.253282194483;14.8807935488235;49.9042408407024;1.8008602430307
565;BGM-0702;7;7;3;3;2;6;3;5;2;1;1;5;1;2;3;3;5;1;1;1;2;2;2;2;3;3;2;1;3;3;2;7;90;13.46;3.36;4.037449221;10.46;2.453333333;23.11111111;62.10888889;8.00030244853368;4.13601851163184;3.32741552388817;5.61123520598851;36.4076094069698;15.9639816254814;22.0393662658937;43.2701594219564;2.13872236705455
582;BGM-0745;7;7;3;7;2;5;2;5;4;4;1;5;0;5;3;7;5;1;1;1;3;1;2;2;7;5;2;0;4;7;2;5;90;15.16;3.96;3.829620596;26.42;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.4166398869399;4.53620177044332;35.1228358361685;13.4046318995958;20.9813830071636;39.54767856084;2.11124002375769
583;BGM-0752;7;5;5;5;3;8;2;7;3;2;3;5;1;5;3;3;5;1;2;1;3;1;2;3;7;3;3;1;3;3;1;7;100;13.32;2.76;4.829430285;16.26;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;4.07700527295362;33.4263945636157;9.74795803889252;13.312624538253;30.7390263200739;1.93765633405461
585;BGM-0760;5;2;5;3;3;9;3;3;1;4;3;1;1;5;3;3;5;1;2;1;2;3;1;3;7;5;3;0;4;3;1;7;90;11.24;2.78;4.058768632;15.4;3.543333333;33;62.78333333;6.20771849935347;3.96775590289464;3.65962964299042;6.25390638790461;32.8843066686663;22.2054905786848;17.9409129451045;52.3490717186556;1.93841891354233
588;BGM-0779;7;7;3;3;1;3;4;5;3;2;3;5;0;5;7;7;5;1;1;1;2;3;2;2;7;5;2;1;4;3;1;5;90;16.02;4.36;3.675264271;20.94;3.89;24.20833333;58.08166667;6.87135119451025;5.54840540741739;3.91458518334804;4.871867864929;35.0905813333078;15.9318242744112;16.8343376834516;46.9057876012737;1.8895281436972
590;BGM-0780-B;9;9;5;7;3;8;2;5;1;3;1;5;0;3;3;3;5;1;3;1;2;2;1;2;3;5;2;0;4;3;2;5;100;13.34;4.3;3.108021673;21.6;2.428333333;20.42222222;63.08833333;7.9472433028243;3.87771139306192;3.28203335815656;4.9405615259065;35.5010988934801;17.4998059969176;16.067863894692;51.5374800193315;1.88047997145454
598;BGM-0793;9;5;5;5;1;3;4;5;2;2;3;5;0;2;3;7;5;1;1;1;3;2;2;3;7;5;3;0;3;3;3;3;90;14.8;5.28;2.799157458;25.3;1.526666667;25.77777778;49.50555555;7.60260113180657;4.06478482793214;3.33680455442419;5.14076064261584;35.240729941418;14.5286781980742;10.9818579128625;57.0955093807883;1.60673046057503
616;BGM-0821;3;7;3;5;1;3;4;7;4;4;1;3;0;5;3;3;5;1;2;1;4;2;2;2;7;3;3;0;4;7;3;7;100;14.74;5.44;2.7165373;26.32;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;4.16690968253902;3.71236336405713;37.0040327111219;9.10906895892616;19.0547656215395;38.0974258388671;1.71531849179871
618;BGM-0823;5;7;3;5;2;9;2;5;4;1;1;5;1;1;1;3;3;1;1;2;2;3;1;3;3;5;3;0;3;3;1;5;80;10.7;3.94;2.744166667;15.9;2.033333333;42;77.38666667;7.39414606345494;4.26272455753989;3.39560567835011;6.94091467579217;36.2970315366973;23.7539327532381;29.7218314749996;42.3131732502768;2.09080390126584
624;BGM-0834;7;7;3;5;2;6;3;5;4;2;1;5;1;5;3;3;3;1;4;1;1;0;2;2;7;5;3;0;4;7;1;7;0;8.7;2.72;3.189885485;11.18;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;4.59642376198236;35.5420690905038;10.7809981808561;18.8996350254035;33.864128528151;1.96140262604064
628;BGM-0845;7;5;5;9;3;5;1;5;2;2;1;3;1;5;3;3;5;2;1;1;1;0;2;2;3;5;3;0;3;3;3;5;0;14.82;4.16;3.560037239;27.34;2.35665841452208;26.374466558463;58.7035885462208;7.92142180354263;4.03559442651072;4.56251109974832;5.79235139068881;36.3330432798828;18.4787081410367;20.6111959239966;47.5991677724371;1.73445685585167
646;BGM-0870;3;3;5;3;2;8;2;5;1;4;2;3;0;5;7;7;5;1;1;1;2;0;2;2;3;3;2;0;3;3;2;5;90;12.82;4.02;3.192426119;20.18;1.99;20.33333333;64.88222222;8.00162107433551;3.67836643419176;3.59705643945113;5.59357008349276;33.0799104327713;17.2026185700402;16.1212691392687;52.3111112872909;1.67400564354592
653;BGM-0879;9;9;5;3;3;6;2;5;4;4;3;7;0;5;1;3;5;1;1;1;3;0;2;3;7;5;3;0;4;3;2;5;70;16.18;1.5;10.82521008;13.76;2.77;25;61.58;8.10764614185084;4.19254953528106;2.99078108072574;5.95807766100038;34.9322807982033;21.9582451234085;21.6154813354806;48.2569120384772;1.99266480386447
656;BGM-0885;7;3;5;3;2;7;2;5;4;3;2;5;1;5;1;3;5;2;1;1;3;2;1;4;7;5;3;1;4;3;3;3;90;14.6;3;4.868281372;15.68;1.44;37.33333333;58.53333333;4.39065798108539;4.077057979827;3.47273704610517;4.93579508894731;30.9574871109225;23.1727413555545;14.987767360028;57.4658294482089;1.99223297695699
663;BGM-0893;5;1;5;3;2;5;4;3;4;2;3;3;1;5;3;7;5;1;2;1;3;1;2;3;7;3;2;0;3;3;3;5;110;12.48;3.3;3.784141222;19.22;1.566666667;10.06666667;57.63333333;7.11214459653149;3.34624403072119;3.70309481142507;5.90002538606608;35.4200999971579;18.9086113184761;19.1147032300269;47.1852253642284;1.96309766477765
665;BGM-0895;5;5;5;5;2;6;4;7;4;2;3;3;1;6;3;3;5;1;2;1;2;3;2;2;7;5;3;0;4;7;1;7;90;17.7;2.06;8.716497327;19.94;2.64;37;67.21;7.92142180354263;5.13535747279048;3.23966577308471;5.20332158997074;34.8385499557948;21.1561680415848;15.953313308447;50.9682998569682;1.81815436747043
689;BGM-0929;5;5;5;3;3;6;2;5;3;2;1;5;1;3;3;3;5;1;1;1;2;3;1;4;7;3;3;1;4;3;2;5;90;15.62;1.58;9.952381851;21.16;1.68;15.66666667;60.77333333;4.44237219660097;3.7254062059277;3.90867255810818;4.29614289832504;33.8550304223124;13.839904992355;11.9253568376889;53.0638142960421;1.58549839481225
696;BGM-0936;5;5;5;5;3;6;2;7;2;2;3;5;0;5;3;7;5;1;2;1;3;3;2;4;3;0;3;0;4;3;3;5;100;14.9;3.32;4.518184826;22.82;3.3;20.08333333;66.03666667;8.10298398978342;4.15105123755223;3.84607575111045;5.1009415344457;34.4660451712955;16.3920215191554;23.9840277424751;36.4399649962078;2.26460649735715
716;BGM-0960;5;7;5;3;3;8;3;5;2;2;3;3;0;5;7;3;5;1;2;2;2;3;2;3;3;3;2;1;4;3;2;5;90;12.52;2.54;5.001729194;18.86;2.776666667;16.335;45.9525;8.0919989413381;2.58106979563416;4.12215755710384;4.1600927339736;35.0801179042712;7.78261508596296;16.9609476067145;24.3989159548893;2.0110291843285
717;BGM-0961;3;7;5;3;3;9;3;7;2;2;3;5;0;5;1;7;5;1;1;1;3;2;1;3;3;5;3;0;3;3;2;5;90;15.54;2.66;5.895898642;23.6;2.866666667;18.85555556;51.01222222;8.0919989413381;3.63663570874341;3.63943965500773;4.30439485695536;35.6853357425576;10.8484849482361;20.7514699657264;32.1545054464862;2.19050968372275
722;BGM-0967;7;5;5;3;3;9;3;5;3;2;2;5;0;5;7;7;5;1;1;1;1;0;2;4;7;3;3;1;3;3;3;5;0;16;3.66;4.384346522;17.48;2.566666667;18.66666667;56.93916667;5.59348011897749;3.52218045592258;2.32340874111072;5.51740951301041;36.3063170225423;16.3542117267768;20.7279130936946;44.0957776431539;2.19137541852067
730;BGM-0977;7;5;3;5;3;8;3;3;4;2;1;5;1;5;1;7;3;1;1;1;2;3;1;1;7;0;2;0;3;3;2;7;80;10.32;3.2;3.232546083;11.04;2.143333333;22.83333333;81.79666667;7.91419000285762;4.40205447123045;3.77548278564616;6.55996173818862;36.8765617377891;19.9343838378524;22.563218723207;44.5145493337003;2.11339328540411
739;BGM-0986;3;5;5;3;1;4;2;5;2;2;3;5;0;4;7;7;5;1;1;1;2;1;1;1;3;5;2;0;3;3;1;3;90;12.26;2.12;5.823527197;11.28;3.45;17.45666667;60.79166667;7.17142885236216;3.79328823748076;3.59834286668235;4.43035402858433;35.1182628140034;11.0262913996258;18.4852934282774;37.3651724400668;1.83778202813634
755;BGM-1025;9;7;3;5;2;9;4;5;4;2;1;5;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;0;3;5;2;3;95;15.7;4.14;3.792709802;26.1;1.753333333;18.05208333;40.37416667;4.81114427101163;3.08047515526438;3.22523834125808;4.2335371615668;30.5345986162309;10.4098408847049;9.1428147291907;48.2287342112709;1.484360108059
